product_id,title,category,price,brand,tags,image_url
B1000894,JBL Charge 5 Bluetooth Speaker,Electronics,254.59,JBL,electronics,
B1000895,"Apple Watch SE (GPS, 44mm)",Electronics,208.78,Apple,electronics,
B1000896,Bose QuietComfort Ultra Headphones,Electronics,531.03,Bose,electronics,
B1000897,JBL Charge 5 Bluetooth Speaker,Electronics,185.54,JBL,electronics,
B1000898,Anker PowerCore 20000mAh Power Bank,Electronics,205.71,Anker,electronics,
B1000899,Samsung Galaxy Tab A9,Electronics,283.55,Samsung,electronics,
B1000900,Kindle Paperwhite (11th Generation),Electronics,191.73,Kindle,electronics,
B1000901,Logitech MX Master 3S Wireless Mouse,Electronics,187.4,Logitech,electronics,
B1000902,JBL Charge 5 Bluetooth Speaker,Electronics,174.34,JBL,electronics,
B1000903,Logitech MX Master 3S Wireless Mouse,Electronics,507.67,Logitech,electronics,
B1000904,GoPro HERO11 Black Action Camera,Electronics,250.76,GoPro,electronics,
B1000905,Anker PowerCore 20000mAh Power Bank,Electronics,126.42,Anker,electronics,
B1000906,Apple AirPods Pro (2nd Generation),Electronics,528.24,Apple,electronics,
B1000907,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,495.98,Sony,electronics,
B1000908,Bose QuietComfort Ultra Headphones,Electronics,187.02,Bose,electronics,
B1000909,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,68.93,Sony,electronics,
B1000910,Apple AirPods Pro (2nd Generation),Electronics,232.75,Apple,electronics,
B1000911,"Apple Watch SE (GPS, 44mm)",Electronics,256.04,Apple,electronics,
B1000912,"Apple Watch SE (GPS, 44mm)",Electronics,82.51,Apple,electronics,
B1000913,Bose QuietComfort Ultra Headphones,Electronics,366.16,Bose,electronics,
B1000914,Anker PowerCore 20000mAh Power Bank,Electronics,353.54,Anker,electronics,
B1000915,Logitech MX Master 3S Wireless Mouse,Electronics,292.66,Logitech,electronics,
B1000916,Bose QuietComfort Ultra Headphones,Electronics,388.26,Bose,electronics,
B1000917,Logitech MX Master 3S Wireless Mouse,Electronics,593.41,Logitech,electronics,
B1000918,Anker PowerCore 20000mAh Power Bank,Electronics,545.24,Anker,electronics,
B1000919,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,526.85,Sony,electronics,
B1000920,Kindle Paperwhite (11th Generation),Electronics,154.35,Kindle,electronics,
B1000921,Apple AirPods Pro (2nd Generation),Electronics,126.69,Apple,electronics,
B1000922,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,435.08,Sony,electronics,
B1000923,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,583.83,Sony,electronics,
B1000924,Anker PowerCore 20000mAh Power Bank,Electronics,496.2,Anker,electronics,
B1000925,Bose QuietComfort Ultra Headphones,Electronics,217.48,Bose,electronics,
B1000926,Bose QuietComfort Ultra Headphones,Electronics,468.81,Bose,electronics,
B1000927,Anker PowerCore 20000mAh Power Bank,Electronics,250.24,Anker,electronics,
B1000928,"Apple Watch SE (GPS, 44mm)",Electronics,277.48,Apple,electronics,
B1000929,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,535.36,Sony,electronics,
B1000930,Samsung Galaxy Tab A9,Electronics,512.99,Samsung,electronics,
B1000931,Kindle Paperwhite (11th Generation),Electronics,495.63,Kindle,electronics,
B1000932,Kindle Paperwhite (11th Generation),Electronics,507.16,Kindle,electronics,
B1000933,Apple AirPods Pro (2nd Generation),Electronics,495.59,Apple,electronics,
B1000934,Kindle Paperwhite (11th Generation),Electronics,76.83,Kindle,electronics,
B1000935,Bose QuietComfort Ultra Headphones,Electronics,596.87,Bose,electronics,
B1000936,JBL Charge 5 Bluetooth Speaker,Electronics,284.83,JBL,electronics,
B1000937,Bose QuietComfort Ultra Headphones,Electronics,341.63,Bose,electronics,
B1000938,Samsung Galaxy Tab A9,Electronics,336.95,Samsung,electronics,
B1000939,Bose QuietComfort Ultra Headphones,Electronics,513.05,Bose,electronics,
B1000940,"Apple Watch SE (GPS, 44mm)",Electronics,251.23,Apple,electronics,
B1000941,Apple AirPods Pro (2nd Generation),Electronics,101.3,Apple,electronics,
B1000942,Logitech MX Master 3S Wireless Mouse,Electronics,226.01,Logitech,electronics,
B1000943,Bose QuietComfort Ultra Headphones,Electronics,548.08,Bose,electronics,
B1000944,Samsung Galaxy Tab A9,Electronics,401.5,Samsung,electronics,
B1000945,Logitech MX Master 3S Wireless Mouse,Electronics,255.15,Logitech,electronics,
B1000946,Anker PowerCore 20000mAh Power Bank,Electronics,157.08,Anker,electronics,
B1000947,JBL Charge 5 Bluetooth Speaker,Electronics,574.4,JBL,electronics,
B1000948,"Apple Watch SE (GPS, 44mm)",Electronics,411.64,Apple,electronics,
B1000949,Kindle Paperwhite (11th Generation),Electronics,155.85,Kindle,electronics,
B1000950,Logitech MX Master 3S Wireless Mouse,Electronics,433.86,Logitech,electronics,
B1000951,Logitech MX Master 3S Wireless Mouse,Electronics,453.13,Logitech,electronics,
B1000952,Bose QuietComfort Ultra Headphones,Electronics,545.07,Bose,electronics,
B1000953,"Apple Watch SE (GPS, 44mm)",Electronics,102.88,Apple,electronics,
B1000954,Anker PowerCore 20000mAh Power Bank,Electronics,75.61,Anker,electronics,
B1000955,Apple AirPods Pro (2nd Generation),Electronics,512.06,Apple,electronics,
B1000956,Logitech MX Master 3S Wireless Mouse,Electronics,141.15,Logitech,electronics,
B1000957,JBL Charge 5 Bluetooth Speaker,Electronics,592.64,JBL,electronics,
B1000958,Bose QuietComfort Ultra Headphones,Electronics,452.69,Bose,electronics,
B1000959,Apple AirPods Pro (2nd Generation),Electronics,303.91,Apple,electronics,
B1000960,JBL Charge 5 Bluetooth Speaker,Electronics,531.96,JBL,electronics,
B1000961,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,299.73,Sony,electronics,
B1000962,"Apple Watch SE (GPS, 44mm)",Electronics,239.66,Apple,electronics,
B1000963,GoPro HERO11 Black Action Camera,Electronics,378.73,GoPro,electronics,
B1000964,Bose QuietComfort Ultra Headphones,Electronics,249.9,Bose,electronics,
B1000965,Bose QuietComfort Ultra Headphones,Electronics,55.65,Bose,electronics,
B1000966,Samsung Galaxy Tab A9,Electronics,525.14,Samsung,electronics,
B1000967,GoPro HERO11 Black Action Camera,Electronics,287.67,GoPro,electronics,
B1000968,Kindle Paperwhite (11th Generation),Electronics,313.13,Kindle,electronics,
B1000969,JBL Charge 5 Bluetooth Speaker,Electronics,296.07,JBL,electronics,
B1000970,JBL Charge 5 Bluetooth Speaker,Electronics,390.57,JBL,electronics,
B1000971,GoPro HERO11 Black Action Camera,Electronics,234.47,GoPro,electronics,
B1000972,Kindle Paperwhite (11th Generation),Electronics,107.88,Kindle,electronics,
B1000973,Anker PowerCore 20000mAh Power Bank,Electronics,120.99,Anker,electronics,
B1000974,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,388.49,Sony,electronics,
B1000975,Apple AirPods Pro (2nd Generation),Electronics,281.7,Apple,electronics,
B1000976,JBL Charge 5 Bluetooth Speaker,Electronics,165.29,JBL,electronics,
B1000977,Anker PowerCore 20000mAh Power Bank,Electronics,552.89,Anker,electronics,
B1000978,Logitech MX Master 3S Wireless Mouse,Electronics,564.86,Logitech,electronics,
B1000979,Bose QuietComfort Ultra Headphones,Electronics,429.1,Bose,electronics,
B1000980,GoPro HERO11 Black Action Camera,Electronics,381.51,GoPro,electronics,
B1000981,GoPro HERO11 Black Action Camera,Electronics,128.59,GoPro,electronics,
B1000982,Logitech MX Master 3S Wireless Mouse,Electronics,367.13,Logitech,electronics,
B1000983,"Apple Watch SE (GPS, 44mm)",Electronics,556.3,Apple,electronics,
B1000984,Bose QuietComfort Ultra Headphones,Electronics,364.24,Bose,electronics,
B1000985,Samsung Galaxy Tab A9,Electronics,274.97,Samsung,electronics,
B1000986,GoPro HERO11 Black Action Camera,Electronics,353.62,GoPro,electronics,
B1000987,Bose QuietComfort Ultra Headphones,Electronics,465.0,Bose,electronics,
B1000988,Bose QuietComfort Ultra Headphones,Electronics,439.7,Bose,electronics,
B1000989,GoPro HERO11 Black Action Camera,Electronics,568.98,GoPro,electronics,
B1000990,Bose QuietComfort Ultra Headphones,Electronics,511.41,Bose,electronics,
B1000991,"Apple Watch SE (GPS, 44mm)",Electronics,76.77,Apple,electronics,
B1000992,Bose QuietComfort Ultra Headphones,Electronics,548.98,Bose,electronics,
B1000993,Bose QuietComfort Ultra Headphones,Electronics,462.89,Bose,electronics,
B1000994,"Apple Watch SE (GPS, 44mm)",Electronics,161.07,Apple,electronics,
B1000995,JBL Charge 5 Bluetooth Speaker,Electronics,548.63,JBL,electronics,
B1000996,Logitech MX Master 3S Wireless Mouse,Electronics,495.97,Logitech,electronics,
B1000997,Samsung Galaxy Tab A9,Electronics,85.9,Samsung,electronics,
B1000998,GoPro HERO11 Black Action Camera,Electronics,240.25,GoPro,electronics,
B1000999,"Apple Watch SE (GPS, 44mm)",Electronics,321.89,Apple,electronics,
B1001000,Apple AirPods Pro (2nd Generation),Electronics,478.87,Apple,electronics,
B1001001,Anker PowerCore 20000mAh Power Bank,Electronics,488.41,Anker,electronics,
B1001002,Kindle Paperwhite (11th Generation),Electronics,223.12,Kindle,electronics,
B1001003,Logitech MX Master 3S Wireless Mouse,Electronics,585.57,Logitech,electronics,
B1001004,GoPro HERO11 Black Action Camera,Electronics,254.45,GoPro,electronics,
B1001005,Bose QuietComfort Ultra Headphones,Electronics,577.66,Bose,electronics,
B1001006,GoPro HERO11 Black Action Camera,Electronics,200.9,GoPro,electronics,
B1001007,Apple AirPods Pro (2nd Generation),Electronics,200.46,Apple,electronics,
B1001008,Apple AirPods Pro (2nd Generation),Electronics,281.15,Apple,electronics,
B1001009,Kindle Paperwhite (11th Generation),Electronics,524.92,Kindle,electronics,
B1001010,"Apple Watch SE (GPS, 44mm)",Electronics,325.03,Apple,electronics,
B1001011,JBL Charge 5 Bluetooth Speaker,Electronics,342.04,JBL,electronics,
B1001012,Apple AirPods Pro (2nd Generation),Electronics,493.27,Apple,electronics,
B1001013,Apple AirPods Pro (2nd Generation),Electronics,549.78,Apple,electronics,
B1001014,Logitech MX Master 3S Wireless Mouse,Electronics,403.42,Logitech,electronics,
B1001015,GoPro HERO11 Black Action Camera,Electronics,558.61,GoPro,electronics,
B1001016,Anker PowerCore 20000mAh Power Bank,Electronics,559.4,Anker,electronics,
B1001017,Kindle Paperwhite (11th Generation),Electronics,82.79,Kindle,electronics,
B1001018,GoPro HERO11 Black Action Camera,Electronics,516.54,GoPro,electronics,
B1001019,JBL Charge 5 Bluetooth Speaker,Electronics,471.58,JBL,electronics,
B1001020,Kindle Paperwhite (11th Generation),Electronics,550.33,Kindle,electronics,
B1001021,GoPro HERO11 Black Action Camera,Electronics,499.27,GoPro,electronics,
B1001022,Bose QuietComfort Ultra Headphones,Electronics,341.56,Bose,electronics,
B1001023,Samsung Galaxy Tab A9,Electronics,193.61,Samsung,electronics,
B1001024,Anker PowerCore 20000mAh Power Bank,Electronics,214.53,Anker,electronics,
B1001025,Samsung Galaxy Tab A9,Electronics,375.87,Samsung,electronics,
B1001026,Samsung Galaxy Tab A9,Electronics,229.61,Samsung,electronics,
B1001027,JBL Charge 5 Bluetooth Speaker,Electronics,173.84,JBL,electronics,
B1001028,Samsung Galaxy Tab A9,Electronics,264.77,Samsung,electronics,
B1001029,JBL Charge 5 Bluetooth Speaker,Electronics,70.4,JBL,electronics,
B1001030,Apple AirPods Pro (2nd Generation),Electronics,494.96,Apple,electronics,
B1001031,GoPro HERO11 Black Action Camera,Electronics,429.49,GoPro,electronics,
B1001032,Logitech MX Master 3S Wireless Mouse,Electronics,101.88,Logitech,electronics,
B1001033,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,411.95,Sony,electronics,
B1001034,Logitech MX Master 3S Wireless Mouse,Electronics,64.06,Logitech,electronics,
B1001035,Kindle Paperwhite (11th Generation),Electronics,496.96,Kindle,electronics,
B1001036,Bose QuietComfort Ultra Headphones,Electronics,56.51,Bose,electronics,
B1001037,GoPro HERO11 Black Action Camera,Electronics,536.34,GoPro,electronics,
B1001038,Apple AirPods Pro (2nd Generation),Electronics,80.88,Apple,electronics,
B1001039,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,218.92,Sony,electronics,
B1001040,Logitech MX Master 3S Wireless Mouse,Electronics,352.82,Logitech,electronics,
B1001041,GoPro HERO11 Black Action Camera,Electronics,250.06,GoPro,electronics,
B1001042,Kindle Paperwhite (11th Generation),Electronics,431.96,Kindle,electronics,
B1001043,Kindle Paperwhite (11th Generation),Electronics,467.47,Kindle,electronics,
B1001044,GoPro HERO11 Black Action Camera,Electronics,450.22,GoPro,electronics,
B1001045,Kindle Paperwhite (11th Generation),Electronics,337.32,Kindle,electronics,
B1001046,GoPro HERO11 Black Action Camera,Electronics,128.99,GoPro,electronics,
B1001047,"Apple Watch SE (GPS, 44mm)",Electronics,349.28,Apple,electronics,
B1001048,"Apple Watch SE (GPS, 44mm)",Electronics,207.96,Apple,electronics,
B1001049,Samsung Galaxy Tab A9,Electronics,404.73,Samsung,electronics,
B1001050,Bose QuietComfort Ultra Headphones,Electronics,485.13,Bose,electronics,
B1001051,JBL Charge 5 Bluetooth Speaker,Electronics,347.96,JBL,electronics,
B1001052,GoPro HERO11 Black Action Camera,Electronics,413.97,GoPro,electronics,
B1001053,Kindle Paperwhite (11th Generation),Electronics,321.16,Kindle,electronics,
B1001054,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,372.07,Sony,electronics,
B1001055,Kindle Paperwhite (11th Generation),Electronics,500.38,Kindle,electronics,
B1001056,Samsung Galaxy Tab A9,Electronics,112.2,Samsung,electronics,
B1001057,Apple AirPods Pro (2nd Generation),Electronics,515.98,Apple,electronics,
B1001058,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,85.27,Sony,electronics,
B1001059,JBL Charge 5 Bluetooth Speaker,Electronics,542.96,JBL,electronics,
B1001060,GoPro HERO11 Black Action Camera,Electronics,45.57,GoPro,electronics,
B1001061,JBL Charge 5 Bluetooth Speaker,Electronics,170.71,JBL,electronics,
B1001062,"Apple Watch SE (GPS, 44mm)",Electronics,387.03,Apple,electronics,
B1001063,Anker PowerCore 20000mAh Power Bank,Electronics,62.15,Anker,electronics,
B1001064,Bose QuietComfort Ultra Headphones,Electronics,258.04,Bose,electronics,
B1001065,Anker PowerCore 20000mAh Power Bank,Electronics,307.97,Anker,electronics,
B1001066,GoPro HERO11 Black Action Camera,Electronics,390.32,GoPro,electronics,
B1001067,Samsung Galaxy Tab A9,Electronics,417.96,Samsung,electronics,
B1001068,Apple AirPods Pro (2nd Generation),Electronics,67.0,Apple,electronics,
B1001069,Apple AirPods Pro (2nd Generation),Electronics,472.48,Apple,electronics,
B1001070,Apple AirPods Pro (2nd Generation),Electronics,574.04,Apple,electronics,
B1001071,JBL Charge 5 Bluetooth Speaker,Electronics,322.34,JBL,electronics,
B1001072,Samsung Galaxy Tab A9,Electronics,472.36,Samsung,electronics,
B1001073,Samsung Galaxy Tab A9,Electronics,495.68,Samsung,electronics,
B1001074,Logitech MX Master 3S Wireless Mouse,Electronics,441.12,Logitech,electronics,
B1001075,Logitech MX Master 3S Wireless Mouse,Electronics,538.14,Logitech,electronics,
B1001076,Apple AirPods Pro (2nd Generation),Electronics,220.38,Apple,electronics,
B1001077,Bose QuietComfort Ultra Headphones,Electronics,563.47,Bose,electronics,
B1001078,Apple AirPods Pro (2nd Generation),Electronics,386.69,Apple,electronics,
B1001079,JBL Charge 5 Bluetooth Speaker,Electronics,298.8,JBL,electronics,
B1001080,GoPro HERO11 Black Action Camera,Electronics,170.26,GoPro,electronics,
B1001081,Bose QuietComfort Ultra Headphones,Electronics,403.35,Bose,electronics,
B1001082,Logitech MX Master 3S Wireless Mouse,Electronics,561.6,Logitech,electronics,
B1001083,Logitech MX Master 3S Wireless Mouse,Electronics,244.96,Logitech,electronics,
B1001084,Apple AirPods Pro (2nd Generation),Electronics,498.26,Apple,electronics,
B1001085,Bose QuietComfort Ultra Headphones,Electronics,518.52,Bose,electronics,
B1001086,Anker PowerCore 20000mAh Power Bank,Electronics,532.39,Anker,electronics,
B1001087,Anker PowerCore 20000mAh Power Bank,Electronics,452.59,Anker,electronics,
B1001088,Logitech MX Master 3S Wireless Mouse,Electronics,451.56,Logitech,electronics,
B1001089,Kindle Paperwhite (11th Generation),Electronics,332.58,Kindle,electronics,
B1001090,Logitech MX Master 3S Wireless Mouse,Electronics,240.34,Logitech,electronics,
B1001091,Samsung Galaxy Tab A9,Electronics,186.19,Samsung,electronics,
B1001092,"Apple Watch SE (GPS, 44mm)",Electronics,383.49,Apple,electronics,
B1001093,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,272.8,Sony,electronics,
B1001094,Samsung Galaxy Tab A9,Electronics,487.0,Samsung,electronics,
B1001095,JBL Charge 5 Bluetooth Speaker,Electronics,397.31,JBL,electronics,
B1001096,Anker PowerCore 20000mAh Power Bank,Electronics,66.48,Anker,electronics,
B1001097,GoPro HERO11 Black Action Camera,Electronics,407.28,GoPro,electronics,
B1001098,GoPro HERO11 Black Action Camera,Electronics,42.43,GoPro,electronics,
B1001099,Bose QuietComfort Ultra Headphones,Electronics,230.35,Bose,electronics,
B1001100,Samsung Galaxy Tab A9,Electronics,278.53,Samsung,electronics,
B1001101,Logitech MX Master 3S Wireless Mouse,Electronics,145.84,Logitech,electronics,
B1001102,Bose QuietComfort Ultra Headphones,Electronics,170.34,Bose,electronics,
B1001103,"Apple Watch SE (GPS, 44mm)",Electronics,311.59,Apple,electronics,
B1001104,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,471.2,Sony,electronics,
B1001105,GoPro HERO11 Black Action Camera,Electronics,197.05,GoPro,electronics,
B1001106,Apple AirPods Pro (2nd Generation),Electronics,192.33,Apple,electronics,
B1001107,Bose QuietComfort Ultra Headphones,Electronics,173.51,Bose,electronics,
B1001108,Apple AirPods Pro (2nd Generation),Electronics,279.35,Apple,electronics,
B1001109,JBL Charge 5 Bluetooth Speaker,Electronics,542.07,JBL,electronics,
B1001110,Samsung Galaxy Tab A9,Electronics,464.25,Samsung,electronics,
B1001111,Bose QuietComfort Ultra Headphones,Electronics,270.19,Bose,electronics,
B1001112,Kindle Paperwhite (11th Generation),Electronics,394.79,Kindle,electronics,
B1001113,Bose QuietComfort Ultra Headphones,Electronics,435.05,Bose,electronics,
B1001114,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,299.61,Sony,electronics,
B1001115,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,243.26,Sony,electronics,
B1001116,Samsung Galaxy Tab A9,Electronics,591.27,Samsung,electronics,
B1001117,Bose QuietComfort Ultra Headphones,Electronics,471.5,Bose,electronics,
B1001118,"Apple Watch SE (GPS, 44mm)",Electronics,535.49,Apple,electronics,
B1001119,Logitech MX Master 3S Wireless Mouse,Electronics,174.67,Logitech,electronics,
B1001120,"Apple Watch SE (GPS, 44mm)",Electronics,284.85,Apple,electronics,
B1001121,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,278.86,Sony,electronics,
B1001122,Bose QuietComfort Ultra Headphones,Electronics,214.6,Bose,electronics,
B1001123,Anker PowerCore 20000mAh Power Bank,Electronics,536.66,Anker,electronics,
B1001124,GoPro HERO11 Black Action Camera,Electronics,121.24,GoPro,electronics,
B1001125,"Apple Watch SE (GPS, 44mm)",Electronics,41.23,Apple,electronics,
B1001126,Apple AirPods Pro (2nd Generation),Electronics,490.32,Apple,electronics,
B1001127,"Apple Watch SE (GPS, 44mm)",Electronics,283.04,Apple,electronics,
B1001128,Bose QuietComfort Ultra Headphones,Electronics,429.51,Bose,electronics,
B1001129,Bose QuietComfort Ultra Headphones,Electronics,76.61,Bose,electronics,
B1001130,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,153.56,Sony,electronics,
B1001131,Kindle Paperwhite (11th Generation),Electronics,593.56,Kindle,electronics,
B1001132,Kindle Paperwhite (11th Generation),Electronics,381.93,Kindle,electronics,
B1001133,GoPro HERO11 Black Action Camera,Electronics,289.83,GoPro,electronics,
B1001134,"Apple Watch SE (GPS, 44mm)",Electronics,550.13,Apple,electronics,
B1001135,Anker PowerCore 20000mAh Power Bank,Electronics,453.45,Anker,electronics,
B1001136,Bose QuietComfort Ultra Headphones,Electronics,370.53,Bose,electronics,
B1001137,Kindle Paperwhite (11th Generation),Electronics,182.96,Kindle,electronics,
B1001138,Samsung Galaxy Tab A9,Electronics,427.89,Samsung,electronics,
B1001139,GoPro HERO11 Black Action Camera,Electronics,162.11,GoPro,electronics,
B1001140,Logitech MX Master 3S Wireless Mouse,Electronics,417.58,Logitech,electronics,
B1001141,Apple AirPods Pro (2nd Generation),Electronics,271.73,Apple,electronics,
B1001142,Samsung Galaxy Tab A9,Electronics,441.86,Samsung,electronics,
B1001143,"Apple Watch SE (GPS, 44mm)",Electronics,476.25,Apple,electronics,
B1001144,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,489.44,Sony,electronics,
B1001145,Logitech MX Master 3S Wireless Mouse,Electronics,506.61,Logitech,electronics,
B1001146,Samsung Galaxy Tab A9,Electronics,470.06,Samsung,electronics,
B1001147,Kindle Paperwhite (11th Generation),Electronics,229.0,Kindle,electronics,
B1001148,Logitech MX Master 3S Wireless Mouse,Electronics,433.33,Logitech,electronics,
B1001149,Bose QuietComfort Ultra Headphones,Electronics,427.83,Bose,electronics,
B1001150,Kindle Paperwhite (11th Generation),Electronics,428.28,Kindle,electronics,
B1001151,Anker PowerCore 20000mAh Power Bank,Electronics,451.26,Anker,electronics,
B1001152,Apple AirPods Pro (2nd Generation),Electronics,271.25,Apple,electronics,
B1001153,JBL Charge 5 Bluetooth Speaker,Electronics,498.67,JBL,electronics,
B1001154,Samsung Galaxy Tab A9,Electronics,592.23,Samsung,electronics,
B1001155,"Apple Watch SE (GPS, 44mm)",Electronics,246.87,Apple,electronics,
B1001156,Anker PowerCore 20000mAh Power Bank,Electronics,505.13,Anker,electronics,
B1001157,Samsung Galaxy Tab A9,Electronics,61.14,Samsung,electronics,
B1001158,Bose QuietComfort Ultra Headphones,Electronics,341.69,Bose,electronics,
B1001159,Kindle Paperwhite (11th Generation),Electronics,544.45,Kindle,electronics,
B1001160,Kindle Paperwhite (11th Generation),Electronics,88.87,Kindle,electronics,
B1001161,Anker PowerCore 20000mAh Power Bank,Electronics,513.78,Anker,electronics,
B1001162,Samsung Galaxy Tab A9,Electronics,387.44,Samsung,electronics,
B1001163,Apple AirPods Pro (2nd Generation),Electronics,588.0,Apple,electronics,
B1001164,Anker PowerCore 20000mAh Power Bank,Electronics,482.04,Anker,electronics,
B1001165,Kindle Paperwhite (11th Generation),Electronics,423.75,Kindle,electronics,
B1001166,Anker PowerCore 20000mAh Power Bank,Electronics,512.95,Anker,electronics,
B1001167,Bose QuietComfort Ultra Headphones,Electronics,385.61,Bose,electronics,
B1001168,Samsung Galaxy Tab A9,Electronics,362.48,Samsung,electronics,
B1001169,Logitech MX Master 3S Wireless Mouse,Electronics,547.93,Logitech,electronics,
B1001170,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,560.61,Sony,electronics,
B1001171,Bose QuietComfort Ultra Headphones,Electronics,534.69,Bose,electronics,
B1001172,"Apple Watch SE (GPS, 44mm)",Electronics,147.75,Apple,electronics,
B1001173,"Apple Watch SE (GPS, 44mm)",Electronics,353.48,Apple,electronics,
B1001174,Samsung Galaxy Tab A9,Electronics,516.8,Samsung,electronics,
B1001175,Kindle Paperwhite (11th Generation),Electronics,98.06,Kindle,electronics,
B1001176,JBL Charge 5 Bluetooth Speaker,Electronics,415.84,JBL,electronics,
B1001177,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,431.71,Sony,electronics,
B1001178,Apple AirPods Pro (2nd Generation),Electronics,372.68,Apple,electronics,
B1001179,Kindle Paperwhite (11th Generation),Electronics,189.68,Kindle,electronics,
B1001180,Samsung Galaxy Tab A9,Electronics,581.81,Samsung,electronics,
B1001181,JBL Charge 5 Bluetooth Speaker,Electronics,499.95,JBL,electronics,
B1001182,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,166.14,Sony,electronics,
B1001183,"Apple Watch SE (GPS, 44mm)",Electronics,86.33,Apple,electronics,
B1001184,Kindle Paperwhite (11th Generation),Electronics,536.36,Kindle,electronics,
B1001185,Kindle Paperwhite (11th Generation),Electronics,286.7,Kindle,electronics,
B1001186,Anker PowerCore 20000mAh Power Bank,Electronics,229.56,Anker,electronics,
B1001187,Anker PowerCore 20000mAh Power Bank,Electronics,51.36,Anker,electronics,
B1001188,JBL Charge 5 Bluetooth Speaker,Electronics,347.14,JBL,electronics,
B1001189,Kindle Paperwhite (11th Generation),Electronics,346.48,Kindle,electronics,
B1001190,Samsung Galaxy Tab A9,Electronics,40.48,Samsung,electronics,
B1001191,Apple AirPods Pro (2nd Generation),Electronics,131.85,Apple,electronics,
B1001192,Kindle Paperwhite (11th Generation),Electronics,181.38,Kindle,electronics,
B1001193,Anker PowerCore 20000mAh Power Bank,Electronics,447.25,Anker,electronics,
B1001194,JBL Charge 5 Bluetooth Speaker,Electronics,487.91,JBL,electronics,
B1001195,Bose QuietComfort Ultra Headphones,Electronics,412.43,Bose,electronics,
B1001196,Samsung Galaxy Tab A9,Electronics,57.22,Samsung,electronics,
B1001197,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,81.43,Sony,electronics,
B1001198,Kindle Paperwhite (11th Generation),Electronics,235.59,Kindle,electronics,
B1001199,Apple AirPods Pro (2nd Generation),Electronics,83.16,Apple,electronics,
B1001200,Logitech MX Master 3S Wireless Mouse,Electronics,316.53,Logitech,electronics,
B1001201,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,436.76,Sony,electronics,
B1001202,JBL Charge 5 Bluetooth Speaker,Electronics,312.46,JBL,electronics,
B1001203,Logitech MX Master 3S Wireless Mouse,Electronics,327.52,Logitech,electronics,
B1001204,"Apple Watch SE (GPS, 44mm)",Electronics,378.81,Apple,electronics,
B1001205,Apple AirPods Pro (2nd Generation),Electronics,40.72,Apple,electronics,
B1001206,Sony WH-1000XM5 Noise Cancelling Headphones,Electronics,103.83,Sony,electronics,
B1001207,Apple AirPods Pro (2nd Generation),Electronics,100.63,Apple,electronics,
B1001208,Bose QuietComfort Ultra Headphones,Electronics,206.15,Bose,electronics,
B1001209,GoPro HERO11 Black Action Camera,Electronics,392.91,GoPro,electronics,
B1001210,Kindle Paperwhite (11th Generation),Electronics,50.41,Kindle,electronics,
B1001211,GoPro HERO11 Black Action Camera,Electronics,72.92,GoPro,electronics,
B1001212,Samsung Galaxy Tab A9,Electronics,80.57,Samsung,electronics,
B1001213,Samsung Galaxy Tab A9,Electronics,53.75,Samsung,electronics,
B1001214,Bose QuietComfort Ultra Headphones,Electronics,379.41,Bose,electronics,
B1001215,Samsung Galaxy Tab A9,Electronics,546.32,Samsung,electronics,
B1001216,Apple AirPods Pro (2nd Generation),Electronics,53.62,Apple,electronics,
B1001217,Kindle Paperwhite (11th Generation),Electronics,516.54,Kindle,electronics,
B1001218,JBL Charge 5 Bluetooth Speaker,Electronics,154.46,JBL,electronics,
B1001219,Anker PowerCore 20000mAh Power Bank,Electronics,168.48,Anker,electronics,
B1001220,JBL Charge 5 Bluetooth Speaker,Electronics,446.29,JBL,electronics,
B1001221,JBL Charge 5 Bluetooth Speaker,Electronics,571.23,JBL,electronics,
B1001222,Apple AirPods Pro (2nd Generation),Electronics,142.54,Apple,electronics,
B1001223,Bose QuietComfort Ultra Headphones,Electronics,291.03,Bose,electronics,
B1001224,Samsung Galaxy Tab A9,Electronics,42.38,Samsung,electronics,
